product_id,product_label,name_variants,category,sub_category,brand,n_lines,quantity,revenue,profit,ambiguous_name
FUR-BAR-10003576,"Barricks Training Table, with Bottom Storage",1,Furniture,Tables,Barricks,2,2,636.5999999999999,261.0,0
FUR-BAR-10004434,"Barricks Wood Table, Rectangular",1,Furniture,Tables,Barricks,1,4,2058.0,946.6800000000001,0
FUR-BAR-10004553,"Barricks Training Table, Rectangular",1,Furniture,Tables,Barricks,3,3,568.566,-293.81399999999996,0
FUR-BAR-10004561,"Barricks Wood Table, Fully Assembled",1,Furniture,Tables,Barricks,1,1,518.4000000000001,67.38,0
FUR-BAR-10004682,"Barricks Round Table, Fully Assembled",1,Furniture,Tables,Barricks,1,4,2011.9200000000003,925.44,0
FUR-BEV-10000326,"Bevis Wood Table, Rectangular",1,Furniture,Tables,Bevis,1,1,531.18,90.30000000000001,0
FUR-BEV-10000388,"Bevis Coffee Table, Rectangular",1,Furniture,Tables,Bevis,1,1,315.75,129.45,0
FUR-BEV-10001048,"Bevis Conference Table, with Bottom Storage",1,Furniture,Tables,Bevis,1,1,923.7599999999999,249.39,0
FUR-BEV-10001217,"Bevis Wood Table, Fully Assembled",1,Furniture,Tables,Bevis,1,2,1070.1599999999999,321.0,0
FUR-BEV-10001853,"Bevis Computer Table, Adjustable Height",1,Furniture,Tables,Bevis,1,2,984.1800000000001,344.46,0
FUR-BEV-10002193,"Bevis Round Table, Adjustable Height",1,Furniture,Tables,Bevis,1,6,1248.9119999999998,-1779.7679999999996,0
FUR-BEV-10002369,"Bevis Training Table, Fully Assembled",1,Furniture,Tables,Bevis,2,7,942.0600000000002,-1107.12,0
FUR-BEV-10002803,"Bevis Conference Table, Fully Assembled",1,Furniture,Tables,Bevis,1,1,925.2299999999999,305.31,0
FUR-BEV-10003414,"Bevis Computer Table, Fully Assembled",1,Furniture,Tables,Bevis,2,2,694.386,178.50599999999997,0
FUR-BEV-10004805,"Bevis Conference Table, Rectangular",1,Furniture,Tables,Bevis,1,2,1842.6599999999999,884.46,0
FUR-BEV-10004919,"Bevis Wood Table, with Bottom Storage",1,Furniture,Tables,Bevis,2,5,2668.0499999999993,853.65,0
FUR-BO-10000002,"Bush Classic Bookcase, Mobile",1,Furniture,Bookcases,Bush,4,11,4442.639999999999,103.79999999999998,0
FUR-BO-10000008,"Sauder Library with Doors, Traditional",1,Furniture,Bookcases,Sauder,1,2,465.15599999999995,-255.86400000000003,0
FUR-BO-10000021,"Dania Corner Shelving, Metal",1,Furniture,Bookcases,Dania,1,2,243.06,102.06,0
FUR-BO-10000022,"Dania Floating Shelf Set, Traditional",1,Furniture,Bookcases,Dania,3,14,2201.5499999999997,44.01000000000001,0
FUR-BO-10000034,"Safco Classic Bookcase, Pine",1,Furniture,Bookcases,Safco,3,5,1450.35,-659.25,0
FUR-BO-10000035,"Dania Classic Bookcase, Pine",1,Furniture,Bookcases,Dania,5,21,8308.1376,3288.2976,0
FUR-BO-10000038,"Bush Library with Doors, Pine",1,Furniture,Bookcases,Bush,4,18,2632.824,-1667.736,0
FUR-BO-10000071,"Safco 3-Shelf Cabinet, Metal",1,Furniture,Bookcases,Safco,8,22,3046.2300000000005,1083.3899999999999,0
FUR-BO-10000087,"Sauder Corner Shelving, Pine",2,Furniture,Bookcases,Sauder,10,34,5234.4264,83.5063999999999,1
FUR-BO-10000112,"Dania Corner Shelving, Pine",2,Furniture,Bookcases,Dania,6,24,2393.8422,117.43620000000004,1
FUR-BO-10000120,"Sauder Stackable Bookrack, Mobile",1,Furniture,Bookcases,Sauder,2,10,1262.652,220.152,0
FUR-BO-10000148,"Bush 3-Shelf Cabinet, Metal",1,Furniture,Bookcases,Bush,4,11,818.892,-228.52800000000002,0
FUR-BO-10000155,"Dania Corner Shelving, Metal",1,Furniture,Bookcases,Dania,4,20,1798.6440000000002,509.84400000000005,0
FUR-BO-10000160,"Safco Library with Doors, Pine",1,Furniture,Bookcases,Safco,1,2,704.052,312.912,0
FUR-BO-10000170,"Safco Library with Doors, Mobile",1,Furniture,Bookcases,Safco,2,14,4943.105999999999,-274.97399999999993,0
FUR-BO-10000175,"Ikea Stackable Bookrack, Metal",1,Furniture,Bookcases,Ikea,5,17,1934.3339999999998,440.54400000000004,0
FUR-BO-10000184,"Sauder Floating Shelf Set, Mobile",1,Furniture,Bookcases,Sauder,1,3,157.68,-145.85999999999999,0
FUR-BO-10000195,"Dania Stackable Bookrack, Pine",1,Furniture,Bookcases,Dania,3,12,1179.0449999999998,270.4050000000001,0
FUR-BO-10000203,"Sauder Library with Doors, Metal",1,Furniture,Bookcases,Sauder,6,19,6874.718400000001,2608.8384,0
FUR-BO-10000208,"Bush Stackable Bookrack, Mobile",1,Furniture,Bookcases,Bush,5,33,3890.5649999999996,955.2150000000001,0
FUR-BO-10000210,"Ikea Library with Doors, Pine",1,Furniture,Bookcases,Ikea,8,26,8797.5288,2158.9488,0
FUR-BO-10000214,"Ikea Library with Doors, Pine",1,Furniture,Bookcases,Ikea,1,3,291.79200000000003,-393.9479999999999,0
FUR-BO-10000243,"Safco Floating Shelf Set, Pine",1,Furniture,Bookcases,Safco,4,28,4690.7712,585.6912,0
FUR-BO-10000259,"Safco Classic Bookcase, Traditional",1,Furniture,Bookcases,Safco,6,21,7667.625,858.5849999999998,0
FUR-BO-10000265,"Bush Floating Shelf Set, Pine",1,Furniture,Bookcases,Bush,5,14,2364.8940000000002,697.0739999999998,0
FUR-BO-10000268,"Bush Library with Doors, Pine",2,Furniture,Bookcases,Bush,4,11,1504.344,-269.61599999999993,1
FUR-BO-10000269,"Dania Stackable Bookrack, Pine",1,Furniture,Bookcases,Dania,5,13,893.5919999999999,194.19199999999995,0
FUR-BO-10000279,"Dania Classic Bookcase, Pine",1,Furniture,Bookcases,Dania,5,20,6222.861,535.4609999999998,0
FUR-BO-10000288,"Safco Classic Bookcase, Traditional",1,Furniture,Bookcases,Safco,5,20,8368.665,-131.53500000000003,0
FUR-BO-10000311,"Safco Floating Shelf Set, Metal",1,Furniture,Bookcases,Safco,2,7,1236.06,274.67999999999995,0
FUR-BO-10000321,"Dania Floating Shelf Set, Mobile",1,Furniture,Bookcases,Dania,2,10,893.7239999999999,-189.27599999999995,0
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1,Furniture,Bookcases,Sauder,3,10,1064.624,24.196000000000055,0
FUR-BO-10000362,Sauder Inglewood Library Bookcases,1,Furniture,Bookcases,Sauder,5,14,2154.348,311.1836,0
FUR-BO-10000378,"Bush Floating Shelf Set, Pine",1,Furniture,Bookcases,Bush,4,15,1288.896,45.996000000000016,0
FUR-BO-10000402,"Sauder Stackable Bookrack, Traditional",1,Furniture,Bookcases,Sauder,2,6,833.796,87.69599999999998,0
FUR-BO-10000411,"Sauder Floating Shelf Set, Metal",1,Furniture,Bookcases,Sauder,4,24,2820.048,1081.008,0
FUR-BO-10000425,"Bush Floating Shelf Set, Traditional",1,Furniture,Bookcases,Bush,2,8,959.1119999999999,-41.208,0
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,1,Furniture,Bookcases,O'Sullivan,6,21,723.8420000000001,-133.10919999999987,0
FUR-BO-10000490,"Bush Library with Doors, Metal",1,Furniture,Bookcases,Bush,4,23,7784.892000000001,672.3719999999998,0
FUR-BO-10000502,"Sauder Classic Bookcase, Mobile",1,Furniture,Bookcases,Sauder,6,20,5437.523999999999,525.9240000000001,0
FUR-BO-10000514,"Bush Library with Doors, Traditional",1,Furniture,Bookcases,Bush,3,11,2586.6719999999996,-1220.5379999999998,0
FUR-BO-10000517,"Ikea Stackable Bookrack, Metal",1,Furniture,Bookcases,Ikea,1,8,260.35200000000003,-358.04799999999994,0
FUR-BO-10000533,"Dania Corner Shelving, Pine",1,Furniture,Bookcases,Dania,1,4,493.68,54.239999999999995,0
FUR-BO-10000567,"Sauder Classic Bookcase, Traditional",1,Furniture,Bookcases,Sauder,8,43,10638.156,889.1959999999997,0
FUR-BO-10000596,"Sauder Classic Bookcase, Mobile",1,Furniture,Bookcases,Sauder,6,24,9033.306,3244.5060000000003,0
FUR-BO-10000610,"Ikea Stackable Bookrack, Mobile",1,Furniture,Bookcases,Ikea,4,13,1377.351,547.8209999999999,0
FUR-BO-10000616,"Dania Corner Shelving, Pine",1,Furniture,Bookcases,Dania,1,6,444.31199999999995,-89.02800000000002,0
FUR-BO-10000623,"Safco Library with Doors, Metal",1,Furniture,Bookcases,Safco,1,2,311.40000000000003,-373.67999999999995,0
FUR-BO-10000624,"Safco Classic Bookcase, Metal",1,Furniture,Bookcases,Safco,7,26,6301.584,-70.49599999999997,0
FUR-BO-10000636,"Dania Floating Shelf Set, Metal",1,Furniture,Bookcases,Dania,5,18,1688.1000000000001,492.8999999999999,0
FUR-BO-10000655,"Dania Classic Bookcase, Traditional",1,Furniture,Bookcases,Dania,1,3,1109.0520000000001,86.20199999999998,0
FUR-BO-10000666,"Ikea 3-Shelf Cabinet, Mobile",1,Furniture,Bookcases,Ikea,2,9,1304.6400000000003,182.52,0
FUR-BO-10000668,"Sauder Classic Bookcase, Mobile",2,Furniture,Bookcases,Sauder,4,10,3377.0813999999996,110.26139999999998,1
FUR-BO-10000670,"Dania Corner Shelving, Metal",1,Furniture,Bookcases,Dania,5,30,3062.556,947.556,0
FUR-BO-10000676,"Bush Stackable Bookrack, Pine",1,Furniture,Bookcases,Bush,3,16,1361.124,-554.556,0
FUR-BO-10000684,"Sauder Corner Shelving, Traditional",1,Furniture,Bookcases,Sauder,5,16,2106.3900000000003,-85.77000000000001,0
FUR-BO-10000699,"Sauder 3-Shelf Cabinet, Traditional",1,Furniture,Bookcases,Sauder,6,24,3798.6372,238.23720000000003,0
FUR-BO-10000700,"Sauder Floating Shelf Set, Metal",1,Furniture,Bookcases,Sauder,1,2,232.848,-97.03200000000004,0
FUR-BO-10000711,"Hon Metal Bookcases, Gray",1,Furniture,Bookcases,Hon,2,12,851.76,229.9752,0
FUR-BO-10000712,"Bush Corner Shelving, Pine",1,Furniture,Bookcases,Bush,1,2,250.68,112.80000000000001,0
FUR-BO-10000728,"Ikea Classic Bookcase, Mobile",2,Furniture,Bookcases,Ikea,13,56,10384.103999999998,2095.5440000000003,1
FUR-BO-10000734,"Bush Corner Shelving, Pine",1,Furniture,Bookcases,Bush,7,20,1253.4,183.8,0
FUR-BO-10000746,"Ikea Corner Shelving, Mobile",1,Furniture,Bookcases,Ikea,5,17,1322.776,511.1959999999999,0
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,1,Furniture,Bookcases,O'Sullivan,5,22,2946.3668,-767.7435999999998,0
FUR-BO-10000786,"Sauder Stackable Bookrack, Pine",1,Furniture,Bookcases,Sauder,4,23,3304.1910000000003,1123.101,0
FUR-BO-10000791,"Dania Library with Doors, Traditional",1,Furniture,Bookcases,Dania,1,5,483.2,-579.9,0
FUR-BO-10000797,"Safco 3-Shelf Cabinet, Pine",1,Furniture,Bookcases,Safco,3,7,1072.197,71.33699999999999,0
FUR-BO-10000807,"Sauder Floating Shelf Set, Mobile",1,Furniture,Bookcases,Sauder,1,4,473.04,-23.760000000000048,0
FUR-BO-10000820,"Sauder 3-Shelf Cabinet, Metal",1,Furniture,Bookcases,Sauder,1,4,598.104,166.10399999999998,0
FUR-BO-10000847,"Dania Stackable Bookrack, Mobile",1,Furniture,Bookcases,Dania,5,19,2006.2349999999997,712.3349999999999,0
FUR-BO-10000883,"Dania Corner Shelving, Mobile",1,Furniture,Bookcases,Dania,2,8,950.6217,-36.258300000000006,0
FUR-BO-10000889,"Safco 3-Shelf Cabinet, Mobile",1,Furniture,Bookcases,Safco,1,2,205.632,-85.72800000000002,0
FUR-BO-10000891,"Ikea Classic Bookcase, Pine",1,Furniture,Bookcases,Ikea,4,18,3470.04,-396.72000000000014,0
FUR-BO-10000892,"Bush Corner Shelving, Mobile",1,Furniture,Bookcases,Bush,1,6,759.0600000000001,15.120000000000001,0
FUR-BO-10000895,"Sauder Corner Shelving, Metal",2,Furniture,Bookcases,Sauder,5,16,1976.646,378.78600000000006,1
FUR-BO-10000936,"Bush Floating Shelf Set, Traditional",1,Furniture,Bookcases,Bush,4,11,1866.8429999999998,321.783,0
FUR-BO-10000961,"Bush Stackable Bookrack, Pine",1,Furniture,Bookcases,Bush,5,21,2197.5359999999996,519.216,0
FUR-BO-10000967,"Ikea Library with Doors, Pine",1,Furniture,Bookcases,Ikea,5,22,6346.476000000001,970.1159999999995,0
FUR-BO-10000980,"Bush Library with Doors, Traditional",1,Furniture,Bookcases,Bush,7,15,5289.9264,1792.0764,0
FUR-BO-10001003,"Dania 3-Shelf Cabinet, Traditional",1,Furniture,Bookcases,Dania,2,11,1555.9499999999998,746.79,0
FUR-BO-10001010,"Dania Corner Shelving, Mobile",1,Furniture,Bookcases,Dania,4,20,2267.538,498.1379999999999,0
FUR-BO-10001039,"Dania Classic Bookcase, Traditional",1,Furniture,Bookcases,Dania,6,19,5586.336000000001,1137.4859999999994,0
FUR-BO-10001042,"Dania 3-Shelf Cabinet, Pine",1,Furniture,Bookcases,Dania,7,25,1961.12,-61.88,0
FUR-BO-10001067,"Bush Stackable Bookrack, Pine",1,Furniture,Bookcases,Bush,5,16,1032.176,126.25599999999993,0
FUR-BO-10001073,"Safco Classic Bookcase, Metal",1,Furniture,Bookcases,Safco,4,18,7246.8216,866.1815999999999,0
FUR-BO-10001099,"Bush Corner Shelving, Traditional",1,Furniture,Bookcases,Bush,4,15,975.3879999999999,32.78800000000001,0
FUR-BO-10001133,"Ikea Classic Bookcase, Mobile",1,Furniture,Bookcases,Ikea,5,16,6296.903999999999,1789.224,0
FUR-BO-10001147,"Bush Floating Shelf Set, Metal",1,Furniture,Bookcases,Bush,6,19,2784.6063,383.76629999999994,0
FUR-BO-10001155,"Dania 3-Shelf Cabinet, Traditional",2,Furniture,Bookcases,Dania,9,24,2900.6955,-194.67450000000005,1
FUR-BO-10001165,"Bush Library with Doors, Mobile",1,Furniture,Bookcases,Bush,4,14,3448.2960000000003,-44.42400000000043,0
FUR-BO-10001192,"Bush Library with Doors, Mobile",1,Furniture,Bookcases,Bush,7,18,5575.968000000001,1812.1680000000001,0
FUR-BO-10001196,"Bush Library with Doors, Pine",1,Furniture,Bookcases,Bush,4,17,4786.6203000000005,61.98030000000006,0
FUR-BO-10001201,"Bush Stackable Bookrack, Mobile",1,Furniture,Bookcases,Bush,6,25,1811.48,637.98,0
FUR-BO-10001212,"Safco Classic Bookcase, Mobile",1,Furniture,Bookcases,Safco,7,24,9187.9695,-225.31050000000002,0
FUR-BO-10001216,"Sauder 3-Shelf Cabinet, Mobile",1,Furniture,Bookcases,Sauder,5,24,3480.4440000000004,1043.964,0
FUR-BO-10001233,"Ikea 3-Shelf Cabinet, Mobile",1,Furniture,Bookcases,Ikea,2,9,753.7920000000001,-368.32800000000015,0
FUR-BO-10001254,"Dania 3-Shelf Cabinet, Mobile",1,Furniture,Bookcases,Dania,1,2,287.94,0.0,0
FUR-BO-10001255,"Ikea Library with Doors, Mobile",1,Furniture,Bookcases,Ikea,4,16,4903.1939999999995,-132.00600000000003,0
FUR-BO-10001256,"Ikea Corner Shelving, Pine",1,Furniture,Bookcases,Ikea,2,7,821.1060000000002,19.745999999999988,0
FUR-BO-10001271,"Sauder Classic Bookcase, Pine",1,Furniture,Bookcases,Sauder,1,3,349.872,-113.74799999999996,0
FUR-BO-10001276,"Safco Floating Shelf Set, Mobile",1,Furniture,Bookcases,Safco,2,6,318.816,-95.66400000000003,0
FUR-BO-10001287,"Dania Floating Shelf Set, Metal",1,Furniture,Bookcases,Dania,6,14,2245.173,779.793,0
FUR-BO-10001295,"Safco Floating Shelf Set, Traditional",1,Furniture,Bookcases,Safco,3,11,1232.904,453.6640000000001,0
FUR-BO-10001309,"Ikea Classic Bookcase, Traditional",1,Furniture,Bookcases,Ikea,2,3,1235.25,259.38,0
FUR-BO-10001318,"Safco Library with Doors, Mobile",1,Furniture,Bookcases,Safco,1,4,418.46399999999994,-188.33599999999987,0
FUR-BO-10001324,"Sauder Floating Shelf Set, Pine",1,Furniture,Bookcases,Sauder,3,16,2978.1360000000004,564.216,0
FUR-BO-10001326,"Bush 3-Shelf Cabinet, Pine",1,Furniture,Bookcases,Bush,4,10,1447.1999999999998,246.0,0
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,1,Furniture,Bookcases,O'Sullivan,10,28,2970.059,-78.637,0
FUR-BO-10001342,"Safco Corner Shelving, Metal",1,Furniture,Bookcases,Safco,6,17,2345.4900000000002,-186.15000000000003,0
FUR-BO-10001356,"Ikea Library with Doors, Mobile",1,Furniture,Bookcases,Ikea,9,28,6342.4400000000005,877.96,0
FUR-BO-10001358,"Bush 3-Shelf Cabinet, Traditional",1,Furniture,Bookcases,Bush,3,10,688.1759999999999,-239.024,0
FUR-BO-10001362,"Ikea Classic Bookcase, Metal",1,Furniture,Bookcases,Ikea,2,4,1315.8719999999998,-82.24800000000005,0
FUR-BO-10001369,"Sauder Stackable Bookrack, Mobile",1,Furniture,Bookcases,Sauder,4,7,665.5839999999998,144.784,0
FUR-BO-10001370,"Sauder Classic Bookcase, Mobile",1,Furniture,Bookcases,Sauder,2,3,1140.126,-17.543999999999997,0
FUR-BO-10001372,"Safco Classic Bookcase, Pine",1,Furniture,Bookcases,Safco,4,21,9097.65,513.9,0
FUR-BO-10001385,"Sauder Corner Shelving, Metal",1,Furniture,Bookcases,Sauder,4,18,2053.1724,573.5724,0
FUR-BO-10001387,"Safco Floating Shelf Set, Traditional",1,Furniture,Bookcases,Safco,4,17,2419.902,546.6720000000003,0
FUR-BO-10001390,"Bush Floating Shelf Set, Traditional",1,Furniture,Bookcases,Bush,4,12,1096.128,301.2479999999999,0
FUR-BO-10001392,"Sauder Classic Bookcase, Traditional",1,Furniture,Bookcases,Sauder,4,10,4054.7070000000003,1482.207,0
FUR-BO-10001393,"Safco 3-Shelf Cabinet, Pine",1,Furniture,Bookcases,Safco,6,25,3844.5921,57.84209999999996,0
FUR-BO-10001405,"Bush Stackable Bookrack, Pine",1,Furniture,Bookcases,Bush,8,38,4482.473999999999,1588.014,0
FUR-BO-10001436,"Bush Corner Shelving, Traditional",1,Furniture,Bookcases,Bush,2,14,1413.486,41.76599999999998,0
FUR-BO-10001452,"Dania Stackable Bookrack, Pine",1,Furniture,Bookcases,Dania,1,2,248.21999999999997,96.78,0
FUR-BO-10001461,"Safco Floating Shelf Set, Traditional",1,Furniture,Bookcases,Safco,4,11,2122.8246,1040.7546,0
FUR-BO-10001471,"Sauder Classic Bookcase, Metal",1,Furniture,Bookcases,Sauder,4,26,10537.890000000001,4650.45,0
FUR-BO-10001476,"Safco Corner Shelving, Pine",1,Furniture,Bookcases,Safco,5,9,804.3200000000002,62.17999999999999,0
FUR-BO-10001483,"Bush Corner Shelving, Metal",1,Furniture,Bookcases,Bush,9,39,2403.16,-390.02,0
FUR-BO-10001498,"Dania Classic Bookcase, Pine",1,Furniture,Bookcases,Dania,10,40,9725.796,2801.796,0
FUR-BO-10001501,"Bush Classic Bookcase, Metal",1,Furniture,Bookcases,Bush,9,32,11560.527,4042.7670000000003,0
FUR-BO-10001507,"Ikea Library with Doors, Traditional",1,Furniture,Bookcases,Ikea,1,2,484.52,58.120000000000005,0
FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,1,Furniture,Bookcases,O'Sullivan,5,22,1119.195,147.09420000000003,0
FUR-BO-10001524,"Bush Stackable Bookrack, Pine",1,Furniture,Bookcases,Bush,1,5,166.48000000000002,-116.61999999999998,0
FUR-BO-10001537,"Ikea Corner Shelving, Metal",1,Furniture,Bookcases,Ikea,3,9,1102.68,44.01,0
FUR-BO-10001541,"Bush Stackable Bookrack, Traditional",1,Furniture,Bookcases,Bush,6,28,2936.5235999999995,-231.95639999999992,0
FUR-BO-10001553,"Sauder Library with Doors, Traditional",1,Furniture,Bookcases,Sauder,4,20,7481.259,-193.941,0
FUR-BO-10001555,"Bush Corner Shelving, Metal",1,Furniture,Bookcases,Bush,3,10,1234.5,172.8,0
FUR-BO-10001558,"Safco 3-Shelf Cabinet, Pine",1,Furniture,Bookcases,Safco,2,8,953.064,-258.696,0
FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",1,Furniture,Bookcases,Bush,1,3,90.882,-190.85220000000004,0
FUR-BO-10001580,"Dania Stackable Bookrack, Pine",1,Furniture,Bookcases,Dania,6,31,3534.525,370.66499999999996,0
FUR-BO-10001585,"Ikea Floating Shelf Set, Traditional",2,Furniture,Bookcases,Ikea,9,25,2658.092,486.33200000000005,1
FUR-BO-10001596,"Dania Library with Doors, Mobile",1,Furniture,Bookcases,Dania,4,21,3600.5440000000003,-588.9560000000001,0
FUR-BO-10001598,"Bush Corner Shelving, Pine",1,Furniture,Bookcases,Bush,6,24,2919.1686,1264.6086000000003,0
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",1,Furniture,Bookcases,Sauder,3,10,935.1972,-125.74080000000009,0
FUR-BO-10001608,"Hon Metal Bookcases, Black",1,Furniture,Bookcases,Hon,5,30,1570.0776,-26.97239999999988,0
FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,1,Furniture,Bookcases,O'Sullivan,2,6,424.9000000000001,27.193599999999975,0
FUR-BO-10001621,"Dania Stackable Bookrack, Traditional",1,Furniture,Bookcases,Dania,6,18,2021.5349999999999,757.3950000000002,0
FUR-BO-10001641,"Bush 3-Shelf Cabinet, Traditional",1,Furniture,Bookcases,Bush,5,15,2140.5141,742.3641,0
FUR-BO-10001646,"Safco Library with Doors, Pine",2,Furniture,Bookcases,Safco,14,43,6175.464,1155.884,1
FUR-BO-10001668,"Ikea Floating Shelf Set, Pine",1,Furniture,Bookcases,Ikea,8,31,4742.0778,-368.2722,0
FUR-BO-10001679,"Ikea 3-Shelf Cabinet, Traditional",1,Furniture,Bookcases,Ikea,4,11,1170.8568,262.0368000000001,0
FUR-BO-10001699,"Ikea 3-Shelf Cabinet, Mobile",1,Furniture,Bookcases,Ikea,1,2,77.31200000000001,-61.88800000000001,0
FUR-BO-10001708,"Safco Stackable Bookrack, Pine",1,Furniture,Bookcases,Safco,7,28,3590.55,196.94999999999993,0
FUR-BO-10001714,"Dania Floating Shelf Set, Mobile",1,Furniture,Bookcases,Dania,2,9,979.6590000000001,-149.75099999999998,0
FUR-BO-10001721,"Bush Corner Shelving, Mobile",1,Furniture,Bookcases,Bush,4,10,775.928,303.528,0
FUR-BO-10001739,"Dania Classic Bookcase, Mobile",1,Furniture,Bookcases,Dania,6,21,5234.879999999999,490.1400000000001,0
FUR-BO-10001746,"Dania 3-Shelf Cabinet, Pine",1,Furniture,Bookcases,Dania,1,2,171.36,-17.16000000000001,0
FUR-BO-10001749,"Bush Classic Bookcase, Traditional",1,Furniture,Bookcases,Bush,7,27,10110.66,-363.45,0
FUR-BO-10001753,"Dania Stackable Bookrack, Traditional",1,Furniture,Bookcases,Dania,9,34,3371.2425,1066.0425,0
FUR-BO-10001779,"Safco Stackable Bookrack, Pine",1,Furniture,Bookcases,Safco,7,28,2806.1600000000003,1150.2399999999998,0
FUR-BO-10001781,"Bush Library with Doors, Traditional",1,Furniture,Bookcases,Bush,8,30,5343.360000000001,-48.840000000000146,0
FUR-BO-10001798,Bush Somerset Collection Bookcase,1,Furniture,Bookcases,Bush,4,12,1263.9569999999999,-56.321399999999954,0
