product_id,product_label,category,sub_category,brand,name_variants,ambiguous_name,lifetime_order_lines,lifetime_units,lifetime_revenue,lifetime_profit,lifetime_margin_pct,revenue_tier,profit_quadrant,is_ambiguous_name
FUR-BAR-10002710,"Barricks Coffee Table, Adjustable Height",Furniture,Tables,Barricks,1,0,1,4,364.428,-546.7319999999997,-150.02469623629352,Low revenue,4 Low revenue / Low profit,0
FUR-BAR-10003465,"Barricks Computer Table, Adjustable Height",Furniture,Tables,Barricks,1,0,2,2,285.24600000000004,-551.5139999999999,-193.34679539765668,Low revenue,4 Low revenue / Low profit,0
FUR-BAR-10003532,"Barricks Conference Table, Rectangular",Furniture,Tables,Barricks,1,0,2,9,3075.8099999999995,-2460.8099999999995,-80.00526690530299,High revenue,2 High revenue / LOW profit,0
FUR-BAR-10003576,"Barricks Training Table, with Bottom Storage",Furniture,Tables,Barricks,1,0,2,2,636.5999999999999,261.0,40.9990574929312,High revenue,1 High revenue / High profit,0
FUR-BAR-10004434,"Barricks Wood Table, Rectangular",Furniture,Tables,Barricks,1,0,1,4,2058.0,946.68,46.0,High revenue,1 High revenue / High profit,0
FUR-BAR-10004553,"Barricks Training Table, Rectangular",Furniture,Tables,Barricks,1,0,3,3,568.566,-293.814,-51.676322537752874,High revenue,2 High revenue / LOW profit,0
FUR-BAR-10004561,"Barricks Wood Table, Fully Assembled",Furniture,Tables,Barricks,1,0,1,1,518.4000000000001,67.38,12.997685185185182,High revenue,1 High revenue / High profit,0
FUR-BAR-10004682,"Barricks Round Table, Fully Assembled",Furniture,Tables,Barricks,1,0,1,4,2011.9200000000003,925.44,45.99785279732792,High revenue,1 High revenue / High profit,0
FUR-BEV-10000326,"Bevis Wood Table, Rectangular",Furniture,Tables,Bevis,1,0,1,1,531.18,90.3,16.99988704393991,High revenue,1 High revenue / High profit,0
FUR-BEV-10000388,"Bevis Coffee Table, Rectangular",Furniture,Tables,Bevis,1,0,1,1,315.75,129.45,40.99762470308788,Low revenue,3 Low revenue / High margin,0
FUR-BEV-10001048,"Bevis Conference Table, with Bottom Storage",Furniture,Tables,Bevis,1,0,1,1,923.76,249.39,26.99727201870616,High revenue,1 High revenue / High profit,0
FUR-BEV-10001217,"Bevis Wood Table, Fully Assembled",Furniture,Tables,Bevis,1,0,1,2,1070.16,321.0,29.995514689392238,High revenue,1 High revenue / High profit,0
FUR-BEV-10001853,"Bevis Computer Table, Adjustable Height",Furniture,Tables,Bevis,1,0,1,2,984.18,344.46,34.999695177711395,High revenue,1 High revenue / High profit,0
FUR-BEV-10002193,"Bevis Round Table, Adjustable Height",Furniture,Tables,Bevis,1,0,1,6,1248.9119999999998,-1779.7679999999996,-142.50547676697795,High revenue,2 High revenue / LOW profit,0
FUR-BEV-10002369,"Bevis Training Table, Fully Assembled",Furniture,Tables,Bevis,1,0,2,7,942.0600000000002,-1107.12,-117.52117699509581,High revenue,2 High revenue / LOW profit,0
FUR-BEV-10002803,"Bevis Conference Table, Fully Assembled",Furniture,Tables,Bevis,1,0,1,1,925.23,305.31,32.9982815083817,High revenue,1 High revenue / High profit,0
FUR-BEV-10003414,"Bevis Computer Table, Fully Assembled",Furniture,Tables,Bevis,1,0,2,2,694.386,178.50599999999997,25.707027503434688,High revenue,1 High revenue / High profit,0
FUR-BEV-10004805,"Bevis Conference Table, Rectangular",Furniture,Tables,Bevis,1,0,1,2,1842.66,884.46,47.999088274559604,High revenue,1 High revenue / High profit,0
FUR-BEV-10004919,"Bevis Wood Table, with Bottom Storage",Furniture,Tables,Bevis,1,0,2,5,2668.0499999999997,853.65,31.995277449822908,High revenue,1 High revenue / High profit,0
FUR-BO-10000002,"Bush Classic Bookcase, Mobile",Furniture,Bookcases,Bush,1,0,4,11,4442.639999999999,103.79999999999998,2.336448598130841,High revenue,1 High revenue / High profit,0
FUR-BO-10000008,"Sauder Library with Doors, Traditional",Furniture,Bookcases,Sauder,1,0,1,2,465.156,-255.86400000000003,-55.00606248226402,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000021,"Dania Corner Shelving, Metal",Furniture,Bookcases,Dania,1,0,1,2,243.06,102.06,41.98963218958282,Low revenue,3 Low revenue / High margin,0
FUR-BO-10000022,"Dania Floating Shelf Set, Traditional",Furniture,Bookcases,Dania,1,0,3,14,2201.55,44.01000000000001,1.9990461265926283,High revenue,1 High revenue / High profit,0
FUR-BO-10000034,"Safco Classic Bookcase, Pine",Furniture,Bookcases,Safco,1,0,3,5,1450.35,-659.25,-45.45454545454546,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000035,"Dania Classic Bookcase, Pine",Furniture,Bookcases,Dania,1,0,5,21,8308.1376,3288.2976,39.579238552813564,High revenue,1 High revenue / High profit,0
FUR-BO-10000038,"Bush Library with Doors, Pine",Furniture,Bookcases,Bush,1,0,4,18,2632.824,-1667.736,-63.34399868734105,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000071,"Safco 3-Shelf Cabinet, Metal",Furniture,Bookcases,Safco,1,0,8,22,3046.2300000000005,1083.39,35.56494420972809,High revenue,1 High revenue / High profit,0
FUR-BO-10000087,"Sauder Corner Shelving, Pine",Furniture,Bookcases,Sauder,2,1,10,34,5234.4264,83.5063999999999,1.5953304835845987,High revenue,1 High revenue / High profit,1
FUR-BO-10000112,"Dania Corner Shelving, Pine",Furniture,Bookcases,Dania,2,1,6,24,2393.8422,117.43620000000004,4.905761958745654,High revenue,1 High revenue / High profit,1
FUR-BO-10000120,"Sauder Stackable Bookrack, Mobile",Furniture,Bookcases,Sauder,1,0,2,10,1262.652,220.152,17.43568299103791,High revenue,1 High revenue / High profit,0
FUR-BO-10000148,"Bush 3-Shelf Cabinet, Metal",Furniture,Bookcases,Bush,1,0,4,11,818.892,-228.528,-27.906976744186046,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000155,"Dania Corner Shelving, Metal",Furniture,Bookcases,Dania,1,0,4,20,1798.6440000000002,509.8440000000001,28.34602066890391,High revenue,1 High revenue / High profit,0
FUR-BO-10000160,"Safco Library with Doors, Pine",Furniture,Bookcases,Safco,1,0,1,2,704.052,312.912,44.44444444444444,High revenue,1 High revenue / High profit,0
FUR-BO-10000170,"Safco Library with Doors, Mobile",Furniture,Bookcases,Safco,1,0,2,14,4943.105999999999,-274.97399999999993,-5.562777735294368,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000175,"Ikea Stackable Bookrack, Metal",Furniture,Bookcases,Ikea,1,0,5,17,1934.334,440.544,22.77497061003942,High revenue,1 High revenue / High profit,0
FUR-BO-10000184,"Sauder Floating Shelf Set, Mobile",Furniture,Bookcases,Sauder,1,0,1,3,157.68,-145.86,-92.50380517503805,Low revenue,4 Low revenue / Low profit,0
FUR-BO-10000195,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,Dania,1,0,3,12,1179.0449999999998,270.4050000000001,22.934239151177447,High revenue,1 High revenue / High profit,0
FUR-BO-10000203,"Sauder Library with Doors, Metal",Furniture,Bookcases,Sauder,1,0,6,19,6874.718400000001,2608.8384,37.94829472578833,High revenue,1 High revenue / High profit,0
FUR-BO-10000208,"Bush Stackable Bookrack, Mobile",Furniture,Bookcases,Bush,1,0,5,33,3890.565,955.215,24.55208947800641,High revenue,1 High revenue / High profit,0
FUR-BO-10000210,"Ikea Library with Doors, Pine",Furniture,Bookcases,Ikea,1,0,8,26,8797.5288,2158.9488,24.540400481553412,High revenue,1 High revenue / High profit,0
FUR-BO-10000214,"Ikea Library with Doors, Pine",Furniture,Bookcases,Ikea,1,0,1,3,291.79200000000003,-393.9479999999999,-135.00987004441515,Low revenue,4 Low revenue / Low profit,0
FUR-BO-10000243,"Safco Floating Shelf Set, Pine",Furniture,Bookcases,Safco,1,0,4,28,4690.7712,585.6912,12.486032147549638,High revenue,1 High revenue / High profit,0
FUR-BO-10000259,"Safco Classic Bookcase, Traditional",Furniture,Bookcases,Safco,1,0,6,21,7667.625,858.5849999999998,11.197535090722353,High revenue,1 High revenue / High profit,0
FUR-BO-10000265,"Bush Floating Shelf Set, Pine",Furniture,Bookcases,Bush,1,0,5,14,2364.894,697.0739999999998,29.475908856802878,High revenue,1 High revenue / High profit,0
FUR-BO-10000268,"Bush Library with Doors, Pine",Furniture,Bookcases,Bush,2,1,4,11,1504.344,-269.616,-17.922496450279986,High revenue,2 High revenue / LOW profit,1
FUR-BO-10000269,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,Dania,1,0,5,13,893.5919999999999,194.19199999999995,21.731618009113777,High revenue,1 High revenue / High profit,0
FUR-BO-10000279,"Dania Classic Bookcase, Pine",Furniture,Bookcases,Dania,1,0,5,20,6222.861,535.4609999999998,8.604739845546924,High revenue,1 High revenue / High profit,0
FUR-BO-10000288,"Safco Classic Bookcase, Traditional",Furniture,Bookcases,Safco,1,0,5,20,8368.665,-131.53500000000005,-1.5717560686202643,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000311,"Safco Floating Shelf Set, Metal",Furniture,Bookcases,Safco,1,0,2,7,1236.06,274.67999999999995,22.222222222222218,High revenue,1 High revenue / High profit,0
FUR-BO-10000321,"Dania Floating Shelf Set, Mobile",Furniture,Bookcases,Dania,1,0,2,10,893.7239999999999,-189.27599999999995,-21.178350363199375,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,Sauder,1,0,3,10,1064.624,24.19600000000005,2.272727272727278,High revenue,1 High revenue / High profit,0
FUR-BO-10000362,Sauder Inglewood Library Bookcases,Furniture,Bookcases,Sauder,1,0,5,14,2154.348,311.1836,14.444444444444446,High revenue,1 High revenue / High profit,0
FUR-BO-10000378,"Bush Floating Shelf Set, Pine",Furniture,Bookcases,Bush,1,0,4,15,1288.896,45.996000000000016,3.568635483390438,High revenue,1 High revenue / High profit,0
FUR-BO-10000402,"Sauder Stackable Bookrack, Traditional",Furniture,Bookcases,Sauder,1,0,2,6,833.796,87.69599999999998,10.517680583739905,High revenue,1 High revenue / High profit,0
FUR-BO-10000411,"Sauder Floating Shelf Set, Metal",Furniture,Bookcases,Sauder,1,0,4,24,2820.048,1081.008,38.33296454528434,High revenue,1 High revenue / High profit,0
FUR-BO-10000425,"Bush Floating Shelf Set, Traditional",Furniture,Bookcases,Bush,1,0,2,8,959.112,-41.208,-4.296474238670771,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,O'Sullivan,1,0,6,21,723.8420000000001,-133.10919999999987,-18.389261744966422,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000490,"Bush Library with Doors, Metal",Furniture,Bookcases,Bush,1,0,4,23,7784.892000000001,672.3719999999998,8.636882823807959,High revenue,1 High revenue / High profit,0
FUR-BO-10000502,"Sauder Classic Bookcase, Mobile",Furniture,Bookcases,Sauder,1,0,6,20,5437.523999999999,525.9240000000001,9.672122826492355,High revenue,1 High revenue / High profit,0
FUR-BO-10000514,"Bush Library with Doors, Traditional",Furniture,Bookcases,Bush,1,0,3,11,2586.672,-1220.5379999999998,-47.18565013268013,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000517,"Ikea Stackable Bookrack, Metal",Furniture,Bookcases,Ikea,1,0,1,8,260.35200000000003,-358.04799999999994,-137.5245821042281,Low revenue,4 Low revenue / Low profit,0
FUR-BO-10000533,"Dania Corner Shelving, Pine",Furniture,Bookcases,Dania,1,0,1,4,493.68,54.24,10.986874088478366,High revenue,1 High revenue / High profit,0
FUR-BO-10000567,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases,Sauder,1,0,8,43,10638.156,889.1959999999997,8.358553869674402,High revenue,1 High revenue / High profit,0
FUR-BO-10000596,"Sauder Classic Bookcase, Mobile",Furniture,Bookcases,Sauder,1,0,6,24,9033.306,3244.5060000000003,35.91714926960295,High revenue,1 High revenue / High profit,0
FUR-BO-10000610,"Ikea Stackable Bookrack, Mobile",Furniture,Bookcases,Ikea,1,0,4,13,1377.351,547.8209999999999,39.773521782029405,High revenue,1 High revenue / High profit,0
FUR-BO-10000616,"Dania Corner Shelving, Pine",Furniture,Bookcases,Dania,1,0,1,6,444.312,-89.02800000000002,-20.037271106789827,Low revenue,4 Low revenue / Low profit,0
FUR-BO-10000623,"Safco Library with Doors, Metal",Furniture,Bookcases,Safco,1,0,1,2,311.40000000000003,-373.68,-120.0,Low revenue,4 Low revenue / Low profit,0
FUR-BO-10000624,"Safco Classic Bookcase, Metal",Furniture,Bookcases,Safco,1,0,7,26,6301.584,-70.49599999999997,-1.1187028531239125,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000636,"Dania Floating Shelf Set, Metal",Furniture,Bookcases,Dania,1,0,5,18,1688.1,492.8999999999999,29.19850719744091,High revenue,1 High revenue / High profit,0
FUR-BO-10000655,"Dania Classic Bookcase, Traditional",Furniture,Bookcases,Dania,1,0,1,3,1109.052,86.20199999999998,7.77258415295225,High revenue,1 High revenue / High profit,0
FUR-BO-10000666,"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,Ikea,1,0,2,9,1304.6400000000003,182.52,13.99006622516556,High revenue,1 High revenue / High profit,0
FUR-BO-10000668,"Sauder Classic Bookcase, Mobile",Furniture,Bookcases,Sauder,2,1,4,10,3377.0814,110.26139999999998,3.264990888285961,High revenue,1 High revenue / High profit,1
FUR-BO-10000670,"Dania Corner Shelving, Metal",Furniture,Bookcases,Dania,1,0,5,30,3062.556,947.556,30.94003832093193,High revenue,1 High revenue / High profit,0
FUR-BO-10000676,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,Bush,1,0,3,16,1361.124,-554.556,-40.742503989349984,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000684,"Sauder Corner Shelving, Traditional",Furniture,Bookcases,Sauder,1,0,5,16,2106.3900000000003,-85.77000000000001,-4.071895517924031,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000699,"Sauder 3-Shelf Cabinet, Traditional",Furniture,Bookcases,Sauder,1,0,6,24,3798.6372,238.23720000000003,6.27164921145931,High revenue,1 High revenue / High profit,0
FUR-BO-10000700,"Sauder Floating Shelf Set, Metal",Furniture,Bookcases,Sauder,1,0,1,2,232.848,-97.03200000000004,-41.67182024324883,Low revenue,4 Low revenue / Low profit,0
FUR-BO-10000711,"Hon Metal Bookcases, Gray",Furniture,Bookcases,Hon,1,0,2,12,851.76,229.9752,27.0,High revenue,1 High revenue / High profit,0
FUR-BO-10000712,"Bush Corner Shelving, Pine",Furniture,Bookcases,Bush,1,0,1,2,250.68,112.8,44.997606510292,Low revenue,3 Low revenue / High margin,0
FUR-BO-10000728,"Ikea Classic Bookcase, Mobile",Furniture,Bookcases,Ikea,2,1,13,56,10384.103999999998,2095.5440000000003,20.180306360568046,High revenue,1 High revenue / High profit,1
FUR-BO-10000734,"Bush Corner Shelving, Pine",Furniture,Bookcases,Bush,1,0,7,20,1253.4,183.8,14.664113610978138,High revenue,1 High revenue / High profit,0
FUR-BO-10000746,"Ikea Corner Shelving, Mobile",Furniture,Bookcases,Ikea,1,0,5,17,1322.776,511.1959999999999,38.645696625883744,High revenue,1 High revenue / High profit,0
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,O'Sullivan,1,0,5,22,2946.3668,-767.7435999999998,-26.057298772169162,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000786,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,Sauder,1,0,4,23,3304.1910000000003,1123.101,33.99019608733273,High revenue,1 High revenue / High profit,0
FUR-BO-10000791,"Dania Library with Doors, Traditional",Furniture,Bookcases,Dania,1,0,1,5,483.2,-579.9,-120.01241721854305,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000797,"Safco 3-Shelf Cabinet, Pine",Furniture,Bookcases,Safco,1,0,3,7,1072.197,71.33699999999999,6.6533482186575785,High revenue,1 High revenue / High profit,0
FUR-BO-10000807,"Sauder Floating Shelf Set, Mobile",Furniture,Bookcases,Sauder,1,0,1,4,473.04,-23.760000000000048,-5.02283105022832,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000820,"Sauder 3-Shelf Cabinet, Metal",Furniture,Bookcases,Sauder,1,0,1,4,598.104,166.10399999999998,27.77175875767425,High revenue,1 High revenue / High profit,0
FUR-BO-10000847,"Dania Stackable Bookrack, Mobile",Furniture,Bookcases,Dania,1,0,5,19,2006.235,712.3349999999999,35.50605985839147,High revenue,1 High revenue / High profit,0
FUR-BO-10000883,"Dania Corner Shelving, Mobile",Furniture,Bookcases,Dania,1,0,2,8,950.6217,-36.258300000000006,-3.814167086654976,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000889,"Safco 3-Shelf Cabinet, Mobile",Furniture,Bookcases,Safco,1,0,1,2,205.632,-85.72800000000002,-41.690009337068176,Low revenue,4 Low revenue / Low profit,0
FUR-BO-10000891,"Ikea Classic Bookcase, Pine",Furniture,Bookcases,Ikea,1,0,4,18,3470.04,-396.72000000000014,-11.43272123664281,High revenue,2 High revenue / LOW profit,0
FUR-BO-10000892,"Bush Corner Shelving, Mobile",Furniture,Bookcases,Bush,1,0,1,6,759.0600000000001,15.12,1.9919373962532603,High revenue,1 High revenue / High profit,0
FUR-BO-10000895,"Sauder Corner Shelving, Metal",Furniture,Bookcases,Sauder,2,1,5,16,1976.646,378.78600000000006,19.163067134934636,High revenue,1 High revenue / High profit,1
FUR-BO-10000936,"Bush Floating Shelf Set, Traditional",Furniture,Bookcases,Bush,1,0,4,11,1866.843,321.783,17.23674674303088,High revenue,1 High revenue / High profit,0
FUR-BO-10000961,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,Bush,1,0,5,21,2197.536,519.216,23.62718972521952,High revenue,1 High revenue / High profit,0
FUR-BO-10000967,"Ikea Library with Doors, Pine",Furniture,Bookcases,Ikea,1,0,5,22,6346.476000000001,970.1159999999996,15.285900395747177,High revenue,1 High revenue / High profit,0
FUR-BO-10000980,"Bush Library with Doors, Traditional",Furniture,Bookcases,Bush,1,0,7,15,5289.9264,1792.0764,33.877151863587365,High revenue,1 High revenue / High profit,0
FUR-BO-10001003,"Dania 3-Shelf Cabinet, Traditional",Furniture,Bookcases,Dania,1,0,2,11,1555.9499999999998,746.79,47.99575821845175,High revenue,1 High revenue / High profit,0
FUR-BO-10001010,"Dania Corner Shelving, Mobile",Furniture,Bookcases,Dania,1,0,4,20,2267.538,498.1379999999999,21.96823162390222,High revenue,1 High revenue / High profit,0
FUR-BO-10001039,"Dania Classic Bookcase, Traditional",Furniture,Bookcases,Dania,1,0,6,19,5586.336000000001,1137.4859999999994,20.36193311680499,High revenue,1 High revenue / High profit,0
FUR-BO-10001042,"Dania 3-Shelf Cabinet, Pine",Furniture,Bookcases,Dania,1,0,7,25,1961.12,-61.88,-3.1553398058252426,High revenue,2 High revenue / LOW profit,0
FUR-BO-10001067,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,Bush,1,0,5,16,1032.176,126.25599999999991,12.232022445784432,High revenue,1 High revenue / High profit,0
FUR-BO-10001073,"Safco Classic Bookcase, Metal",Furniture,Bookcases,Safco,1,0,4,18,7246.8216,866.1815999999999,11.952572421542706,High revenue,1 High revenue / High profit,0
FUR-BO-10001099,"Bush Corner Shelving, Traditional",Furniture,Bookcases,Bush,1,0,4,15,975.388,32.78800000000001,3.361534076695634,High revenue,1 High revenue / High profit,0
FUR-BO-10001133,"Ikea Classic Bookcase, Mobile",Furniture,Bookcases,Ikea,1,0,5,16,6296.903999999999,1789.224,28.414344573142614,High revenue,1 High revenue / High profit,0
FUR-BO-10001147,"Bush Floating Shelf Set, Metal",Furniture,Bookcases,Bush,1,0,6,19,2784.6063,383.7663,13.781707669051816,High revenue,1 High revenue / High profit,0
FUR-BO-10001155,"Dania 3-Shelf Cabinet, Traditional",Furniture,Bookcases,Dania,2,1,9,24,2900.6955,-194.67450000000005,-6.711304237207941,High revenue,2 High revenue / LOW profit,1
FUR-BO-10001165,"Bush Library with Doors, Mobile",Furniture,Bookcases,Bush,1,0,4,14,3448.2960000000003,-44.42400000000043,-1.2882884763953102,High revenue,2 High revenue / LOW profit,0
FUR-BO-10001192,"Bush Library with Doors, Mobile",Furniture,Bookcases,Bush,1,0,7,18,5575.968000000001,1812.168,32.4996126233149,High revenue,1 High revenue / High profit,0
FUR-BO-10001196,"Bush Library with Doors, Pine",Furniture,Bookcases,Bush,1,0,4,17,4786.6203000000005,61.98030000000006,1.2948656069502744,High revenue,1 High revenue / High profit,0
FUR-BO-10001201,"Bush Stackable Bookrack, Mobile",Furniture,Bookcases,Bush,1,0,6,25,1811.48,637.98,35.21871618786848,High revenue,1 High revenue / High profit,0
FUR-BO-10001212,"Safco Classic Bookcase, Mobile",Furniture,Bookcases,Safco,1,0,7,24,9187.9695,-225.3105,-2.452233869518178,High revenue,2 High revenue / LOW profit,0
FUR-BO-10001216,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,Sauder,1,0,5,24,3480.4440000000004,1043.964,29.99513855128828,High revenue,1 High revenue / High profit,0
FUR-BO-10001233,"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,Ikea,1,0,2,9,753.7920000000001,-368.32800000000015,-48.86334691798269,High revenue,2 High revenue / LOW profit,0
FUR-BO-10001254,"Dania 3-Shelf Cabinet, Mobile",Furniture,Bookcases,Dania,1,0,1,2,287.94,0.0,0.0,Low revenue,4 Low revenue / Low profit,0
FUR-BO-10001255,"Ikea Library with Doors, Mobile",Furniture,Bookcases,Ikea,1,0,4,16,4903.194,-132.00600000000003,-2.6922450957477926,High revenue,2 High revenue / LOW profit,0
FUR-BO-10001256,"Ikea Corner Shelving, Pine",Furniture,Bookcases,Ikea,1,0,2,7,821.1060000000002,19.745999999999988,2.4048052261218382,High revenue,1 High revenue / High profit,0
FUR-BO-10001271,"Sauder Classic Bookcase, Pine",Furniture,Bookcases,Sauder,1,0,1,3,349.872,-113.74799999999996,-32.511318425023994,Low revenue,4 Low revenue / Low profit,0
FUR-BO-10001276,"Safco Floating Shelf Set, Mobile",Furniture,Bookcases,Safco,1,0,2,6,318.816,-95.66400000000004,-30.00602228244506,Low revenue,4 Low revenue / Low profit,0
